cite,question_id,question,choices,answer,chapter
우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,972,아이돌 스타란 무엇인가?,"1. 우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인
2. 대중 음악을 부르는 가수
3. 영화나 드라마에 출연하는 배우
4. 댄스를 잘하는 연예인
",우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,18.0
프로야구나 프로축구 경기가 있는 날이면 보통 2~3시간 전부터 팬들이 경기장에 입장 해서 응원을 준비한다.,973,"프로야구나 프로축구 경기가 있는 날, 팬들은 보통 몇 시간 전부터 경기장에 입장하여 응원을 준비하는가?","1. 1~2시간
2. 2~3시간
3. 3~4시간
4. 4~5시간
",2~3시간,18.0
"막대 풍선이나 머플러는 물론 각 팀의 전통에 따라 야광봉, 비닐봉지, 신문지, 라이터 등을 활용해서 독특하고 재미있는 응원을 펼친다.",974,한국의 스포츠 팬들이 응원을 위해 사용하는 물건들은 무엇인가?,"1. 막대 풍선, 머플러, 야광봉, 비닐봉지, 신문지, 라이터
2. 플래카드, 야광봉, 풍선, 라이터
3. 막대 풍선, 머플러, 플래카드, 야광봉
4. 플래카드, 머플러, 야광봉, 비닐봉지
","막대 풍선, 머플러, 야광봉, 비닐봉지, 신문지, 라이터",18.0
야구장이나 축구장에 가면 선수 개개인을 위해 만든 힘찬 응원가도 들을 수 있다.,975,한국의 야구장이나 축구장에서는 어떤 응원가를 들을 수 있는가?,"1. 팀을 위한 응원가
2. 선수 개개인을 위한 응원가
3. 감독을 위한 응원가
4. 팬들 자신을 위한 응원가
",선수 개개인을 위한 응원가,18.0
"1940년대 미국 흑인이 즐기던 대중 음악 양식으로, 강한 리듬에 부드럽고 애잔한 멜로디를 특징 으로 한다.",976,R&B 음악의 특징은 무엇인가?,"1. 강한 리듬에 부드럽고 애잔한 멜로디
2. 빠른 리듬에 경쾌한 멜로디
3. 느린 리듬에 슬픈 멜로디
4. 중립적인 리듬에 감성적인 멜로디
",강한 리듬에 부드럽고 애잔한 멜로디,18.0
4분의 4박자 리듬에 일본 엔카 음계를 곁들인 한국의 대중 가요 장르,977,트로트 음악의 박자는 어떻게 되는가?,"1. 2분의 2박자
2. 3분의 3박자
3. 4분의 4박자
4. 5분의 5박자
",4분의 4박자,18.0
우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,978,아이돌 스타의 의미는 무엇인가?,"1. 뛰어난 연기력을 가진 배우
2. 대중에게 인기가 많은 연예인
3. 뛰어난 노래 실력을 가진 가수
4. 우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인
",우상처럼 떠받들어지며 큰 인기를 끌고 있는 연예인,18.0
프로야구나 프로축구 경기가 있는 날이면 보통 2~3시간 전부터 팬들이 경기장에 입장 해서 응원을 준비한다.,979,한국의 프로스포츠 경기에서 팬들은 보통 몇 시간 전부터 응원을 준비하는가?,"1. 1~2시간 전
2. 2~3시간 전
3. 3~4시간 전
4. 4~5시간 전
",2~3시간 전,18.0
"케이팝(K-pop)은 어떻게 인기를 끌게 되었을까? 케이팝은 대체로 2000년대 이후 한국의 대중음악 중 댄스 음악, 힙합 등을 가리키는 말이다.",980,케이팝(K-pop)이 주로 가리키는 음악 장르는 무엇인가?,"1. 댄스 음악, 힙합
2. 클래식, 재즈
3. 록, 메탈
4. 포크, 블루스
","댄스 음악, 힙합",18.0
"특히 세계적으로 인기를 끄는 아이돌 그룹의 케이팝은 서구의 다양한 음악 장르와 아시아적 감수성에 한국적 특색이 담겨 있는 흥미로운 가사, 멋진 춤 등을 결합한 것이다.",981,세계적으로 인기를 끌고 있는 케이팝 아이돌 그룹의 음악은 어떤 요소들을 결합하고 있는가?,"1. 서구의 다양한 음악 장르, 아시아적 감수성, 한국적 특색
2. 아프리카 음악, 서구의 팝 음악, 아시아적 감수성
3. 서구의 클래식, 아시아의 전통음악, 한국적 특색
4. 아시아의 전통음악, 서구의 록 음악, 한국의 힙합
","서구의 다양한 음악 장르, 아시아적 감수성, 한국적 특색",18.0
"특히 1990년대 말부터 아시아를 중심으로 한국의 대중문화가 확산되었는데, 이것을 한류(Korean wave)라고 부른다.",982,한류(Korean wave)는 언제부터 아시아를 중심으로 확산되기 시작했는가?,"1. 1980년대
2. 1990년대 말
3. 2000년대 초
4. 2010년대 중
",1990년대 말,18.0
"한류의 중심에는 한국 드라마가 있다. <겨울연가>, <대장금>, <풀하우스> 등이 일본, 중국, 동남아시아 등에서 큰 인기를 끌었는데, 이후에 제작된 수많은 한국 드라마들이 아시아의 많은 나라에서 방송되고 있다.",983,한류의 중심에 위치한 한국의 대중문화 형태는 무엇인가?,"1. 영화
2. 드라마
3. 음악
4. 게임
",드라마,18.0
이란에서는 <대장금>이 80%가 넘는 시청률을 기록하기도 하였다.,984,이란에서 80%가 넘는 시청률을 기록한 한국 드라마는 무엇인가?,"1. 겨울연가
2. 풀하우스
3. 대장금
4. 별에서 온 그대
",대장금,18.0
"과거에 한국의 대중문화에서는 미국, 홍콩 등에서 수입해 온 영화, 드라마, 노래 등이 큰 비중을 차지하였다.",985,과거 한국의 대중문화에서 큰 비중을 차지하던 것은 무엇인가?,"1. 한국의 영화, 드라마, 노래
2. 미국, 홍콩 등에서 수입한 영화, 드라마, 노래
3. 한국의 전통음악
4. 한국의 게임
","미국, 홍콩 등에서 수입한 영화, 드라마, 노래",18.0
"또한, 유튜브 등 인터넷을 통해 전 세계에서 쉽게 접할 수 있도록 홍보가 되고 있다.",986,케이팝이 전 세계에서 쉽게 접할 수 있도록 홍보하는 주요 플랫폼은 무엇인가?,"1. 페이스북
2. 인스타그램
3. 유튜브
4. 트위터
",유튜브,18.0
"이것이 바로 케이팝이 아시아뿐 아니라 서구, 남미 등에서도 인기를 끄는 비결이다.",987,케이팝이 아시아뿐만 아니라 어떤 지역에서도 인기를 끌고 있는가?,"1. 서구, 남미
2. 북미, 아프리카
3. 유럽, 오세아니아
4. 중동, 아프리카
","서구, 남미",18.0
한국 드라마는 한국적인 특색과 가치를 담고 있으면서도 특히 아시아 여러 나라 사람들의 정서에도 호소할 수 있는 특징을 지닌 것으로 평가받고 있다.,988,한국 드라마가 평가받는 주요 특징은 무엇인가?,"1. 한국적인 특색과 가치, 아시아 여러 나라 사람들의 정서에 호소
2. 서구적인 특색과 가치, 아시아 여러 나라 사람들의 정서에 호소
3. 한국적인 특색과 가치, 서구 여러 나라 사람들의 정서에 호소
4. 서구적인 특색과 가치, 서구 여러 나라 사람들의 정서에 호소
","한국적인 특색과 가치, 아시아 여러 나라 사람들의 정서에 호소",18.0
케이팝은 오랫동안 준비된 것일 뿐 아니라 아시아 문화 요소와 서구 문화 요소가 두루 들어 있어 경쟁력이 높다.,989,케이팝의 경쟁력이 높은 이유는 무엇인가?,"1. 오랫동안 준비된 것, 아시아 문화 요소와 서구 문화 요소가 두루 들어 있음
2. 오랫동안 준비된 것, 한국 문화 요소만이 들어 있음
3. 짧은 시간 동안 준비된 것, 아시아 문화 요소와 서구 문화 요소가 두루 들어 있음
4. 짧은 시간 동안 준비된 것, 한국 문화 요소만이 들어 있음
","오랫동안 준비된 것, 아시아 문화 요소와 서구 문화 요소가 두루 들어 있음",18.0
"한국 드라마가 대체로 아시아 지역에서 인기를 끌고 있는 데 비해, 케이팝(K-pop)은 아시아는 물론 유럽, 북미, 남미 등 보다 넓은 지역에서 주목을 받고 있다.",990,한국 드라마와 케이팝이 인기를 끌고 있는 지역의 차이점은 무엇인가?,"1. 한국 드라마는 아시아에서, 케이팝은 유럽에서 인기를 끌고 있다.
2. 한국 드라마는 아시아에서, 케이팝은 아시아, 유럽, 북미, 남미 등에서 인기를 끌고 있다.
3. 한국 드라마는 유럽에서, 케이팝은 아시아에서 인기를 끌고 있다.
4. 한국 드라마는 아시아, 유럽, 북미, 남미 등에서, 케이팝은 아시아에서 인기를 끌고 있다.
","한국 드라마는 아시아에서, 케이팝은 아시아, 유럽, 북미, 남미 등에서 인기를 끌고 있다.",18.0
"케이팝은 2000년대 이후 본격적으로 해외에 진출하였는데, 특히 아이돌 그룹의 노래가 인기를 끌고 있다.",991,케이팝이 본격적으로 해외에 진출한 시기는 언제인가?,"1. 1980년대
2. 1990년대
3. 2000년대
4. 2010년대
",2000년대,18.0
"아이돌 그룹의 음악은 대체로 단순하고 경쾌한 리듬, 따라 부르기 쉬운 멜로디, 재미있는 노랫말, 멋진 춤 실력 등이 어우러져 있다는 특징을 띤다.",992,아이돌 그룹의 음악에 대한 설명으로 옳지 않은 것은 무엇인가?,"1. 단순하고 경쾌한 리듬을 가지고 있다.
2. 따라 부르기 어려운 멜로디를 가지고 있다.
3. 재미있는 노랫말을 가지고 있다.
4. 멋진 춤 실력을 보여준다.
",따라 부르기 어려운 멜로디를 가지고 있다.,18.0
요즘에는 스포츠에서도 한류를 찾아볼 수 있다.,993,한류는 어떤 분야에서도 찾아볼 수 있는가?,"1. 음악
2. 드라마
3. 스포츠
4. 모두 맞다
",모두 맞다,18.0
"한국은 태권도, 양궁, 쇼트트랙, 스피드 스케이팅 등의 종목에서 세계 최고 수준의 실력을 보여주고 있다.",994,한국이 세계 최고 수준의 실력을 보여주는 스포츠 종목으로 틀린 것은 무엇인가?,"1. 태권도
2. 양궁
3. 쇼트트랙
4. 축구
",축구,18.0
"이에 따라 이 같은 종목에서 한국 선수들의 기술, 정신력, 훈련 방식 등을 배우기 위해 한국인 지도자나 선수를 영입하여 자기 나라 국가대표 코치나 감독을 맡기는 경우를 많이 볼 수 있다.",995,외국에서 한국 선수들을 영입하는 주요 이유는 무엇인가?,"1. 한국 선수들의 기술, 정신력, 훈련 방식을 배우기 위해
2. 한국 선수들의 인기를 이용하기 위해
3. 한국 선수들의 경제적 가치를 이용하기 위해
4. 한국 선수들의 연예 활동을 지원하기 위해
","한국 선수들의 기술, 정신력, 훈련 방식을 배우기 위해",18.0
"한국 드라마가 대체로 아시아 지역에서 인기를 끌고 있는 데 비해, 케이팝(K-pop)은 아시아는 물론 유럽, 북미, 남미 등 보다 넓은 지역에서 주목을 받고 있다.",996,케이팝이 주목받는 지역으로 틀린 것은 무엇인가?,"1. 아시아
2. 유럽
3. 북미
4. 아프리카
",아프리카,18.0
"케이팝은 2000년대 이후 본격적으로 해외에 진출하였는데, 특히 아이돌 그룹의 노래가 인기를 끌고 있다.",997,케이팝이 해외에 본격적으로 진출한 이후 인기를 끌고 있는 음악 장르는 무엇인가?,"1. 발라드
2. 아이돌 그룹의 노래
3. 트로트
4. 힙합
",아이돌 그룹의 노래,18.0
"아이돌 그룹의 음악은 대체로 단순하고 경쾌한 리듬, 따라 부르기 쉬운 멜로디, 재미있는 노랫말, 멋진 춤 실력 등이 어우러져 있다는 특징을 띤다.",998,아이돌 그룹의 음악의 특징으로 옳은 것은 무엇인가?,"1. 복잡하고 무거운 리듬
2. 따라 부르기 쉬운 멜로디
3. 지루한 노랫말
4. 서툴른 춤 실력
",따라 부르기 쉬운 멜로디,18.0
"이에 따라 이 같은 종목에서 한국 선수들의 기술, 정신력, 훈련 방식 등을 배우기 위해 한국인 지도자나 선수를 영입하여 자기 나라 국가대표 코치나 감독을 맡기는 경우를 많이 볼 수 있다.",999,외국에서 한국인 지도자나 선수를 영입하여 맡기는 역할로 옳은 것은 무엇인가?,"1. 국가대표 코치나 감독
2. 팀의 주장
3. 팀의 마스코트
4. 팀의 응원단장
",국가대표 코치나 감독,18.0
한국인들이 중시하는 전통 가치는 무엇일까  한국에서 대중교통을 이용하다 보면 잘 모르는 노인에게 자리를 양보하는 모습을 쉽게 보게 된다.,420,한국에서 대중교통을 이용하면 어떤 모습을 쉽게 볼 수 있는가?,"1. 노인에게 자리를 양보하는 모습
2. 어린이에게 자리를 양보하는 모습
3. 장애인에게 자리를 양보하는 모습
4. 임산부에게 자리를 양보하는 모습
",노인에게 자리를 양보하는 모습,19.0
한국에서는 부모를 공경하고 기쁘게 해 드리는 효를 중요하게 여긴다.,421,한국에서 중요하게 여기는 전통 가치는 무엇인가?,"1. 효
2. 명예
3. 인간관계
4. 돈
",효,19.0
그리고 한국은 예절을 강조하는 나라이다. 예절은 자신의 몸과 마음을 바르게 하여 상대방을 존중하는 것이다.,422,한국에서 강조하는 것은 무엇인가?,"1. 예절
2. 자유
3. 평등
4. 인권
",예절,19.0
"또한, 한국에서는 이웃과 서로 도우며 살아가는 상부상조 전통을 중시해 왔다.",423,한국에서 중시하는 전통 중 하나는 무엇인가?,"1. 상부상조
2. 자기중심
3. 개인주의
4. 경쟁
",상부상조,19.0
2007년 태안에서 일어난 기름 유출 사고 때 이를 돕기 위해 나선 자원 봉사자들,424,2007년 태안에서 일어난 사고는 무엇인가?,"1. 화재 사고
2. 기름 유출 사고
3. 교통 사고
4. 폭발 사고
",기름 유출 사고,19.0
명절 연휴 시골에 계신 부모님을 찾아뵙는 모습,425,명절 연휴에 한국인들이 주로 하는 행동은 무엇인가?,"1. 친구를 만나는 것
2. 여행을 가는 것
3. 부모님을 찾아뵙는 것
4. 쇼핑을 하는 것
",부모님을 찾아뵙는 것,19.0
인사는 존중의 의미를 담은 것으로 고개를 숙여서 예를  갖춘다.,426,한국에서 인사는 어떤 의미를 담고 있는가?,"1. 존중
2. 무시
3. 경멸
4. 불만
",존중,19.0
"명절, 결혼식, 장례식 등과 같은 날에는 부모나 웃어른, 유족 등에게 절을 한다.",427,한국에서는 어떤 행사에서 절을 하는가?,"1. 명절, 결혼식, 장례식
2. 생일, 결혼식, 장례식
3. 명절, 생일, 결혼식
4. 생일, 명절, 졸업식
","명절, 결혼식, 장례식",19.0
과거 농경 사회였던 한국은 농사일을 포함해서 마을의 어렵고 힘든 일을 함께 힘을 모아 해결했다.,428,과거 한국 사회에서는 어떻게 어려운 일을 해결하였는가?,"1. 혼자 해결하였다
2. 정부에 도움을 청하였다
3. 마을 사람들과 함께 해결하였다
4. 도움을 청하지 않고 그냥 두었다
",마을 사람들과 함께 해결하였다,19.0
"이러한 전통은 지금도 결혼식, 장례식 등이 있을 때 일손을 거들거나 비용을 조금씩 내는 방식으로 나타난다.",429,한국의 전통적인 상호 도움은 어떻게 나타나는가?,"1. 돈을 많이 주는 것
2. 일손을 거들거나 비용을 조금씩 내는 것
3. 물건을 선물하는 것
4. 말로만 도와주는 것
",일손을 거들거나 비용을 조금씩 내는 것,19.0
2007년 태안에서 일어난 기름 유출 사고 때 이를 돕기 위해 나선 자원 봉사자들,430,2007년 태안에서 발생한 사건은 무엇인가?,"1. 지진
2. 홍수
3. 기름 유출 사고
4. 산불
",기름 유출 사고,19.0
“먼 사촌보다 가까운 이웃이 낫다.”라는 속담은 멀리 떨어져 함께 하지 못하는 친척보다 가깝게 지내는 이웃이 더 소중하다는 뜻이다.,431,“먼 사촌보다 가까운 이웃이 낫다.”라는 속담의 뜻은 무엇인가?,"1. 친척보다 이웃이 더 중요하다
2. 이웃이 친척보다 더 가깝다
3. 멀리 떨어진 친척보다 가까이 있는 이웃이 더 소중하다
4. 친척보다 이웃과 더 친하게 지내야 한다
",멀리 떨어진 친척보다 가까이 있는 이웃이 더 소중하다,19.0
"“이웃사촌”이란 말은 마치 가족, 친척과 같이 친한 이웃을 뜻하는 말이다.",432,“이웃사촌”이란 말의 뜻은 무엇인가?,"1. 이웃과 사촌
2. 이웃과 친척
3. 가족과 같이 친한 이웃
4. 이웃과 가족
",가족과 같이 친한 이웃,19.0
한국에서는 집을 옮기게 되면 새로 만나게 되는 이웃에게 떡을 돌리기도 한다.,433,한국에서 집을 옮길 때 새로운 이웃에게 주는 것은 무엇인가?,"1. 돈
2. 음식
3. 떡
4. 선물
",떡,19.0
여기에는 자신이 새로 온 이웃이라는 것을 알리고 이웃끼리 잘 지내자는 의미가 담겨있다.,434,한국에서 새로운 이웃에게 떡을 주는 행위의 의미는 무엇인가?,"1. 이웃에게 감사의 마음을 전달하는 것
2. 자신이 새로 온 이웃임을 알리고 잘 지내고 싶다는 의미
3. 이웃에게 선물을 주는 것
4. 이웃에게 인사하는 것
",자신이 새로 온 이웃임을 알리고 잘 지내고 싶다는 의미,19.0
이사를 가거나 개업을 하는 경우 이웃에게 시루떡을 돌리기도 한다.,435,이사나 개업을 할 때 이웃에게 주는 것은 무엇인가?,"1. 돈
2. 음식
3. 시루떡
4. 선물
",시루떡,19.0
어려운 일이 당한 사람들에게 도움을 주는 자원봉사자들,436,자원봉사자들이 주로 도와주는 사람들은 어떤 상황에 처한 사람들인가?,"1. 어려운 일을 겪고 있는 사람들
2. 건강한 사람들
3. 부유한 사람들
4. 행복한 사람들
",어려운 일을 겪고 있는 사람들,19.0
한국에는 이웃과 관련된 속담이 있다.,437,한국에는 어떤 주제와 관련된 속담이 있는가?,"1. 동물과 관련된 속담
2. 자연과 관련된 속담
3. 이웃과 관련된 속담
4. 음식과 관련된 속담
",이웃과 관련된 속담,19.0
“먼 사촌보다 가까운 이웃이 낫다.”라는 속담은 멀리 떨어져 함께 하지 못하는 친척보다 가깝게 지내는 이웃이 더 소중하다는 뜻이다.,438,“먼 사촌보다 가까운 이웃이 낫다.”라는 속담이 강조하는 것은 무엇인가?,"1. 친척의 중요성
2. 이웃의 중요성
3. 사촌의 중요성
4. 가족의 중요성
",이웃의 중요성,19.0
"“이웃사촌”이란 말은 마치 가족, 친척과 같이 친한 이웃을 뜻하는 말이다.",439,“이웃사촌”이란 말이 가리키는 대상은 누구인가?,"1. 가족
2. 친척
3. 가까운 이웃
4. 먼 이웃
",가까운 이웃,19.0
가문  아버지 중심으로 대대로 내려오는 가족 집단  족보  한 성씨의 시작과 현재 자손까지의 순서를 기록한 책,440,한 성씨의 시작과 현재 자손까지의 순서를 기록한 책을 무엇이라고 하는가?,"1. 가문
2. 인연
3. 동문회
4. 족보
",족보,19.0
동문회  같은 학교를 졸업한 사람들이 모여 서로 친목을 도모하고 모교와의 연락을 하기 위하여 조직한 모임,441,같은 학교를 졸업한 사람들이 모여 서로 친목을 도모하고 모교와의 연락을 하기 위하여 조직한 모임을 무엇이라고 하는가?,"1. 가문
2. 인연
3. 동문회
4. 족보
",동문회,19.0
한국에 사는 외국인들은 어떤 공통점이 있을까?,442,한국에 사는 외국인들이 가질 수 있는 공통점은 무엇일까?,"1. 한국에 온 목적이 같은 사람
2. 출신 국가가 같은 사람
3. 나이가 비슷한 사람
4. 모두
",모두,19.0
한국인들은 왜 공통점을 찾으려고 할까?,443,한국인들이 왜 공통점을 찾으려고 하는 이유는 무엇일까?,"1. 서로의 공통점을 연결 고리로 하여 관계를 맺기 때문
2. 공동체를 중시하는 한국 사람들은 연고를 중요하게 생각하기 때문
3. 가족이나 친족 관계 등 같은 핏줄로 이어진 인연을 혈연이라고 하기 때문
4. 모두
",모두,19.0
가족이나 친족 관계 등 같은 핏줄로 이어진 인연을 혈연이라고 한다.,444,가족이나 친족 관계 등 같은 핏줄로 이어진 인연을 무엇이라고 하는가?,"1. 혈연
2. 지연
3. 동문회
4. 족보
",혈연,19.0
고향이나 출신 지역에 따라 이어진 인연을 지연이라고 한다.,445,고향이나 출신 지역에 따라 이어진 인연을 무엇이라고 하는가?,"1. 혈연
2. 지연
3. 동문회
4. 족보
",지연,19.0
"1970년대 이후 한국 경제가 급성장하면서 직장, 공부, 결혼 등을 이유로 원래 살던 곳을 떠나 새로운 곳 으로 옮기는 사람들이 많았다.",446,1970년대 이후 한국에서 어떤 변화가 있었는가?,"1. 한국 경제가 급성장하였다
2. 직장, 공부, 결혼 등을 이유로 원래 살던 곳을 떠나 새로운 곳으로 옮기는 사람들이 많아졌다
3. 고향이나 출신 지역에 따라 이어진 인연을 지연이라고 부르기 시작했다
4. A와 B
",A와 B,19.0
새로 정착한 곳에서 사람들은 향우회와 같은 조직을 만들어 같은 지역 출신 사람들끼리 친목을 다지기도 한다.,447,새로 정착한 곳에서 사람들이 주로 하는 활동은 무엇인가?,"1. 향우회와 같은 조직을 만들어 같은 지역 출신 사람들끼리 친목을 다지는 것
2. 가문을 만들어 기록하는 것
3. 동문회를 만드는 것
4. 족보를 만드는 것
",향우회와 같은 조직을 만들어 같은 지역 출신 사람들끼리 친목을 다지는 것,19.0
처음 보는 사람이라도 같은 성씨에 같은 가문의 사람이라면 중요한 인연이라고 생각한다.,448,한국에서는 어떤 경우에 사람을 중요한 인연으로 생각하는가?,"1. 처음 보는 사람이라도 같은 성씨에 같은 가문의 사람일 경우
2. 같은 학교를 졸업한 사람일 경우
3. 같은 지역 출신일 경우
4. 모두
",처음 보는 사람이라도 같은 성씨에 같은 가문의 사람일 경우,19.0
한국은 족보를 만들어 기록할 정도로 가문을 중요하게 여긴다.,449,한국에서 가문을 어떻게 여기는가?,"1. 중요하게 여긴다
2. 별로 중요하지 않게 여긴다
3. 가문을 만들지 않는다
4. 모르겠다
",중요하게 여긴다,19.0
고향이나 출신 지역에 따라 이어진 인연을 지연이라고 한다.,450,고향이나 출신 지역에 따라 이어진 인연을 무엇이라고 하는가?,"1. 학연
2. 지연
3. 동문
4. 향우회
",지연,19.0
"1970년대 이후 한국 경제가 급성장하면서 직장, 공부, 결혼 등을 이유로 원래 살던 곳을 떠나 새로운 곳 으로 옮기는 사람들이 많았다.",451,1970년대 이후 한국에서 어떤 이유로 사람들이 원래 살던 곳을 떠나 새로운 곳으로 이동하였는가?,"1. 직장, 공부, 결혼
2. 전쟁
3. 재난
4. 경제적 어려움
","직장, 공부, 결혼",19.0
새로 정착한 곳에서 사람들은 향우회와 같은 조직을 만들어 같은 지역 출신 사람들끼리 친목을 다지기도 한다.,452,새로 정착한 곳에서 사람들이 만드는 조직의 예시는 무엇인가?,"1. 학연회
2. 지연회
3. 동문회
4. 향우회
",향우회,19.0
같은 학교 출신에 따라 이어진 인연을 학연 이라고 한다.,453,같은 학교 출신에 따라 이어진 인연을 무엇이라고 하는가?,"1. 학연
2. 지연
3. 동문
4. 향우회
",학연,19.0
특히 출신 고등학교와 대학교를 통해 맺어지는 학연이 중시되고 있다.,454,어떤 학교를 통해 맺어지는 학연이 중시되는가?,"1. 초등학교
2. 중학교
3. 고등학교와 대학교
4. 전문학교
",고등학교와 대학교,19.0
졸업 후에도 동문 회를 조직하여 만남을 이어가는 경우가 많다.,455,졸업 후에도 어떤 회를 조직하여 만남을 이어가는가?,"1. 학연회
2. 지연회
3. 동문회
4. 향우회
",동문회,19.0
"대학 에서는 고등학교 동문회, 직장에서는 대학교 동문회 등을 쉽게 찾아볼 수 있다.",456,대학과 직장에서 각각 어떤 동문회를 쉽게 찾아볼 수 있는가?,"1. 대학에서는 중학교 동문회, 직장에서는 고등학교 동문회
2. 대학에서는 고등학교 동문회, 직장에서는 대학교 동문회
3. 대학에서는 초등학교 동문회, 직장에서는 중학교 동문회
4. 대학에서는 대학교 동문회, 직장에서는 고등학교 동문회
","대학에서는 고등학교 동문회, 직장에서는 대학교 동문회",19.0
사회생활 중에도 같은 고등학교나 대학교를 졸업한 사람들끼리 서로 돕고 의지하는 경우가 많다.,457,사회생활 중에는 어떤 학교를 졸업한 사람들끼리 서로 돕고 의지하는 경우가 많은가?,"1. 초등학교
2. 중학교
3. 고등학교나 대학교
4. 전문학교
",고등학교나 대학교,19.0
